C.D.S.  -  SIMBAD4 rel 1.8  -  2022.07.08CEST16:43:04

Distance.distance <   16 & Distance.unit = 'pc' & maintype != 'cor' & nbref   > 10
----------------------------------------------------------------------------------

Number of objects : 1568

 #  |            identifier             |typ|      coord1 (Gal,J2000/2000)      |#bib|#dist| distance Q unit|  err-        err+     | method |     reference     
1325|GJ 666 A                           |PM*|342.2988892293612 -05.2680141713159| 184|    1|    8.7911  pc  |  -0.0056     +0.0056  |paral   |2020yCat.1350....0G
1326|GJ 666 B                           |PM*|342.2968564681308 -05.2663926767340|  30|    1|    8.8272  pc  |  -0.0335     +0.0335  |paral   |2020yCat.1350....0G
1327|GJ 674                             |LM*|343.0039261611859 -06.7776072077910| 229|    1|    4.5527  pc  |  -0.0005     +0.0005  |paral   |2020yCat.1350....0G
1328|GJ 754                             |PM*|352.3597914922523 -23.9019530401162|  60|    1|    5.9089  pc  |  -0.0020     +0.0020  |paral   |2020yCat.1350....0G
1329|SIMP J013656.5+093347.3            |BD*|141.2165375741258 -51.6858230117700| 109|    1|    6.1181  pc  |  -0.0173     +0.0173  |paral   |2020yCat.1350....0G
1330|SCR J0740-4257                     |PM*|256.3551128053299 -09.9757397321795|  22|    1|    7.9806  pc  |  -0.0013     +0.0013  |paral   |2020yCat.1350....0G
1331|PM J08446-4805                     |PM*|266.8390958776956 -03.2948053693191|  11|    1|   14.5559  pc  |  -0.0036     +0.0036  |paral   |2020yCat.1350....0G
1332|Barta 161 12                       |SB*|152.4809005409598 -67.5381290955775|  65|    1|   37.281   pc  |  -0.0641     +0.0641  |paral   |2020yCat.1350....0G
1333|1RXS J042441.9-064725              |SB*|201.2104402933436 -35.5807706026684|  19|    1|   35.408   pc  |  -0.0728     +0.0728  |paral   |2020yCat.1350....0G
1334|PM J10367+1521                     |** |226.6151591 +56.6153486            |  24|    1|   19.6     pc  |  -4.6        +4.6     |ST-L    |2009ApJ...699..649S
1335|2MASS J15203974+3546210            |BD*|057.61433716 +57.23610811          |  22|    1|   14       pc  |  -2          +2       |ST-L    |2009AJ....137....1F
1336|2MASS J09153413+0422045            |BD*|226.84015055 +33.83072317          |  29|    1|   18.0     pc  |  -4.2        +4.2     |        |2008AJ....136.1290R
1337|V* DG Phe                          |LM*|296.1529546336043 -65.8824083928195|  25|    1|   15.926   pc  |  -0.0190     +0.0190  |paral   |2020yCat.1350....0G
1338|2MASS J06244595-4521548            |BD*|253.4371325937457 -23.3960618960243|  31|    1|   12.1914  pc  |  -0.0532     +0.0532  |paral   |2020yCat.1350....0G
1339|G 44-9                             |PM*|233.7197384222494 +49.6839756260038|  21|    1|   42.309   pc  |  -0.0277     +0.0277  |paral   |2020yCat.1350....0G
1340|SIPS J2255-5713                    |BD*|329.2007080383054 -53.5802751187807|  14|    1|   17.0883  pc  |  -0.1557     +0.1557  |paral   |2020yCat.1350....0G
1341|LP 991-84                          |PM*|267.3618546899485 -74.0403603708153|  16|    1|    8.726   pc  |  -0.0031     +0.0031  |paral   |2020yCat.1350....0G
1342|GJ 537 B                           |PM*|091.4400098195463 +66.1999797792502|  49|    1|   11.1691  pc  |  -0.0035     +0.0035  |paral   |2020yCat.1350....0G
1343|GJ 1256                            |PM*|060.0836399106975 -15.7386236932760|  75|    1|    9.5311  pc  |  -0.0027     +0.0027  |paral   |2020yCat.1350....0G
1344|LEHPM 2-783                        |PM*|339.0820585022251 -34.3262667143135|  11|    1|   16.3504  pc  |  -0.0145     +0.0145  |paral   |2020yCat.1350....0G
1345|LP 790-2                           |LM*|261.0079659634033 +29.6540991224600|  26|    1|   25.3246  pc  |  -0.0275     +0.0275  |paral   |2020yCat.1350....0G
1346|2MASS J07290002-3954043            |BD*|252.61431951 -10.43363956          |  25|    1|    7.1     pc  |                       |ST-L    |2012ApJ...753..156K
1347|2MASS J10073369-4555147            |BD*|275.50375340 +08.04252638          |  14|    1|   15       pc  |  -2          +2       |ST-L    |2009AJ....137....1F
1348|2MASS J11061197+2754225            |BD*|204.8932506412301 +66.6983859671256|  22|    1|   20.2964  pc  |  -0.5025     +0.5025  |paral   |2020yCat.1350....0G
1349|2MASS J13243553+6358281            |BD*|116.93140977 +52.76578695          |  42|    1|   13       pc  |  -1          +1       |ST-L    |2009AJ....137....1F
1350|2MASS J14044948-3159330            |BD*|320.59033801 +28.35038985          |  29|    1|   15       pc  |  -1          +1       |ST-L    |2009AJ....137....1F
1351|2MASS J16150413+1340079            |BD*|027.69875334 +40.77268418          |  14|    1|   17.9     pc  |                       |ST-L    |2012ApJ...753..156K
1352|2MASS J21543318+5942187            |BD*|102.27736896 +04.12723418          |  13|    1|   13.0     pc  |                       |ST-L    |2012ApJ...753..156K
1353|DENIS J112639.9-500355             |BD*|289.2782396106639 +10.5456653377334|  39|    1|   16.1726  pc  |  -0.0654     +0.0654  |paral   |2020yCat.1350....0G
1354|CFBDS J213926+022023               |BD*|057.61218695 -35.19990449          |  75|    1|   11.0     pc  |  -0.3        +0.3     |ST-L    |2009AJ....137....1F
1355|2MASS J03140344+1603056            |BD*|165.8640021411071 -34.6721629098039|  26|    1|   13.768   pc  |  -0.0361     +0.0361  |paral   |2020yCat.1350....0G
1356|2MASS J03552337+1133437            |BD*|178.1832150693293 -30.9594480301450|  98|    1|    9.1627  pc  |  -0.0405     +0.0405  |paral   |2020yCat.1350....0G
1357|2MASS J17502484-0016151            |BD*|025.5966824044145 +13.4165004917541|  36|    1|    9.2097  pc  |  -0.0168     +0.0168  |paral   |2020yCat.1350....0G
1358|LSPM J0227+4710                    |PM*|139.4223263850394 -12.6008659477572|  15|    1|   31.249   pc  |  -0.0216     +0.0216  |paral   |2020yCat.1350....0G
1359|LSPM J0256+2359                    |PM*|156.3175952754117 -30.6750963687110|  17|    1|   24.948   pc  |  -0.0827     +0.0827  |paral   |2020yCat.1350....0G
1360|LSPM J0330+5413                    |PM*|144.9349763089628 -01.6861617498717|  15|    1|   10.502   pc  |  -0.0043     +0.0043  |paral   |2020yCat.1350....0G
1361|GJ 3241                            |Er*|164.5580614615380 -24.0149705036879|  44|    1|   15.961   pc  |  -0.0082     +0.0082  |paral   |2020yCat.1350....0G
1362|LSPM J0501+2237                    |PM*|179.6729104827244 -11.7960185195054|  21|    1|   14.3086  pc  |  -0.0082     +0.0082  |paral   |2020yCat.1350....0G
1363|LP 359-186                         |** |180.948225601 -12.189864402        |  25|    1|   15       pc  |                       |ST-L    |2014AJ....147...20N
1364|LSPM J0607+4712                    |PM*|166.0565167614292 +12.6787367723531|  26|    1|   28.220   pc  |  -0.0270     +0.0270  |paral   |2020yCat.1350....0G
1365|LSPM J0714+3702                    |LM*|180.7251696477575 +20.1653790969901|  16|    1|   15.769   pc  |  -0.0347     +0.0347  |paral   |2020yCat.1350....0G
1366|GJ 3480                            |PM*|158.8555006490112 +32.8089465285029|  18|    1|   15.520   pc  |  -0.0072     +0.0072  |paral   |2020yCat.1350....0G
1367|LSPM J0835+1408                    |SB*|211.3675176275083 +29.2994657662388|  18|    1|   25.743   pc  |  -0.1528     +0.1528  |paral   |2020yCat.1350....0G
1368|LSPM J0840+3127                    |PM*|192.2422206291913 +35.8065656345270|  29|    1|   11.227   pc  |  -0.0039     +0.0039  |paral   |2020yCat.1350....0G
1369|LP 549-6                           |PM*|232.2623213173749 +43.9046721254498|  21|    1|   15.0408  pc  |  -0.0052     +0.0052  |paral   |2020yCat.1350....0G
1370|LSPM J1015+1729                    |PM*|219.6987444299298 +52.9198688410798|  20|    1|   13.977   pc  |  -0.0055     +0.0055  |paral   |2020yCat.1350....0G
1371|RX J1206.9+7007A                   |PM*|128.4021661574354 +46.5223941161735|  12|    1|   17.367   pc  |  -0.0073     +0.0073  |paral   |2020yCat.1350....0G
1372|LP 497-33                          |** |325.270832182 +75.202935984        |  68|    1|    9       pc  |                       |ST-L    |2014AJ....147...20N
1373|LSPM J1341+0500                    |WD*|333.4153974908677 +64.8871372712149|  12|    1|   14.6723  pc  |  -0.0115     +0.0115  |paral   |2020yCat.1350....0G
1374|LP 21-224                          |PM*|118.6902000537423 +38.9923806765054|  30|    1|   13.248   pc  |  -0.0039     +0.0039  |paral   |2020yCat.1350....0G
1375|GJ 549 B                           |PM*|093.8060749029463 +59.6667733863989|  65|    1|   14.5323  pc  |  -0.0068     +0.0068  |paral   |2020yCat.1350....0G
1376|LSPM J1431+7526                    |PM*|114.9666805070389 +40.1015353892188|  16|    1|   14.485   pc  |  -0.0045     +0.0045  |paral   |2020yCat.1350....0G
1377|LP 502-56                          |PM*|015.3559675138346 +48.5539533015000|  28|    1|    8.618   pc  |  -0.0032     +0.0032  |paral   |2020yCat.1350....0G
1378|LSPM J1731+2721                    |BD*|050.8915479780406 +28.6658444011811|  36|    1|   11.954   pc  |  -0.0121     +0.0121  |paral   |2020yCat.1350....0G
1379|LP 388-55                          |LM*|050.3429434010763 +27.6379796311000|  19|    1|   15.545   pc  |  -0.1810     +0.1810  |paral   |2020yCat.1350....0G
1380|LSPM J1925+0938                    |PM*|045.4025876441709 -03.0741144971019|  20|    1|   16.974   pc  |  -0.0547     +0.0547  |paral   |2020yCat.1350....0G
1381|GJ 766                             |** |063.01089146 +01.25568928          |  71|    1|   13       pc  |                       |ST-L    |2014AJ....147...20N
1382|LP 634-16                          |PM*|041.3197136716534 -15.3207715427798|  17|    1|   19.896   pc  |  -0.0074     +0.0074  |paral   |2020yCat.1350....0G
1383|LSPM J2004+0321                    |PM*|044.5954288421591 -14.6825418468573|  11|    1|   17.0224  pc  |  -0.0072     +0.0072  |paral   |2020yCat.1350....0G
1384|LP 574-21                          |SB*|048.1698452629014 -14.3218091941684|  31|    1|   16.093   pc  |  -0.0070     +0.0070  |paral   |2020yCat.1350....0G
1385|LSPM J2146+3813                    |PM*|087.5122674558491 -11.6115333642058|  30|    1|    7.047   pc  |  -0.0011     +0.0011  |paral   |2020yCat.1350....0G
1386|LP 48-305                          |PM*|115.3756174093821 +13.9711982280197|  17|    1|   14.979   pc  |  -0.0046     +0.0046  |paral   |2020yCat.1350....0G
1387|LSPM J2302+4338                    |PM*|102.9477155717429 -14.9813989414121|  23|    1|   12.907   pc  |  -0.0040     +0.0040  |paral   |2020yCat.1350....0G
1388|LP 655-23                          |PM*|204.2857916422869 -35.1810324449856|  26|    1|   30.153   pc  |  -0.0556     +0.0556  |paral   |2020yCat.1350....0G
1389|2MASSI J0318540-342129             |BD*|235.0330249231535 -57.6868074050325|  22|    1|   14.0882  pc  |  -0.3668     +0.3668  |paral   |2020yCat.1350....0G
1390|2MASSI J2325453+425148             |BD*|106.6507385023025 -17.2832229383552|  13|    1|   14.445   pc  |  -0.3101     +0.3101  |paral   |2020yCat.1350....0G
1391|2MASS J02572581-3105523            |BD*|228.7509093988186 -62.2900578415297|  26|    1|    9.7371  pc  |  -0.0451     +0.0451  |paral   |2020yCat.1350....0G
1392|2MASS J05002100+0330501            |BD*|196.1332113769146 -22.7036925556720|  27|    1|   13.2261  pc  |  -0.0508     +0.0508  |paral   |2020yCat.1350....0G
1393|2MASS J10511900+5613086            |BD*|151.0736884812348 +53.8447793919652|  14|    1|   15.6438  pc  |  -0.0317     +0.0317  |paral   |2020yCat.1350....0G
1394|SIPS J1753-6559                    |BD*|327.5624396402445 -19.0504519185017|  21|    1|   15.7273  pc  |  -0.0650     +0.0650  |paral   |2020yCat.1350....0G
1395|CFBDS J003402-005206               |BD*|113.18138516 -63.41057885          |  47|    1|   12.8     pc  |                       |plx     |2012ApJ...753..156K
1396|SCR J0717-0501                     |PM*|220.3548476612511 +03.4337114481171|  23|    1|   11.1334  pc  |  -0.0035     +0.0035  |paral   |2020yCat.1350....0G
1397|SCR J1247-0525                     |PM*|300.9930701086748 +57.4355988478712|  14|    1|   19.8202  pc  |  -0.0091     +0.0091  |paral   |2020yCat.1350....0G
1398|CFBDS J005910-011401               |BD*|127.35263612 -64.03880566          |  35|    1|    9.9     pc  |                       |plx     |2012ApJ...753..156K
1399|GJ 2060 C                          |PM*|243.9562598204360 -06.0202110475127|  13|    1|   15.310   pc  |  -0.0057     +0.0057  |paral   |2020yCat.1350....0G
1400|PM J01028+1856                     |PM*|126.6741711905177 -43.8404342814452|  16|    1|   38.181   pc  |  -0.0554     +0.0554  |paral   |2020yCat.1350....0G
1401|DENIS J075116.4-253043             |BD*|242.2443215040239 +00.6266370093134|  16|    1|   17.7253  pc  |  -0.0372     +0.0372  |paral   |2020yCat.1350....0G
1402|DENIS J145407.8-660447             |BD*|314.9387696412115 -06.1107870915499|  13|    1|   10.6449  pc  |  -0.0413     +0.0413  |paral   |2020yCat.1350....0G
1403|2MASS J18212815+1414010            |BD*|042.4536604012729 +12.9792806492985|  41|    1|    9.3428  pc  |  -0.0162     +0.0162  |paral   |2020yCat.1350....0G
1404|2MASSW J2148162+400359             |BD*|089.0262408323821 -10.4518681253443|  53|    1|    8.0857  pc  |  -0.0235     +0.0235  |paral   |2020yCat.1350....0G
1405|ULAS J133553.45+113005.2           |BD*|338.82497674 +71.20595411          |  35|    1|   10.3     pc  |                       |plx     |2012ApJ...753..156K
1406|SCR J2105-5503                     |PM*|342.1387715876537 -40.8986810917645|  16|    1|   15.925   pc  |  -0.0076     +0.0076  |paral   |2020yCat.1350....0G
1407|RX J2244.1-5413                    |** |334.8194380996902 -54.2965896225296|  21|    1|   44.765   pc  |  -0.7330     +0.7330  |paral   |2020yCat.1350....0G
1408|L 570-26                           |WD*|012.8261889154449 -48.9267695444406|  18|    1|   16.111   pc  |  -0.0058     +0.0058  |paral   |2020yCat.1350....0G
1409|GJ 2006 A                          |Er*|344.8369055755925 -82.5459537955072|  32|    1|   35.029   pc  |  -0.0479     +0.0479  |paral   |2020yCat.1350....0G
1410|CD-28 1745B                        |Er*|228.2751776637099 -38.2018347015352|  13|    1|   15.605   pc  |  -0.0175     +0.0175  |ST-L    |2020AJ....160...83S
1411|1RXS J205308.8-013310              |PM*|046.4210991232382 -27.5760492646001|  11|    1|   17.121   pc  |  -0.0176     +0.0176  |paral   |2020yCat.1350....0G
1412|2MASS J21373742+0808463            |BD*|062.8006068661544 -31.3117518582211|  11|    1|   15.0681  pc  |  -0.1508     +0.1508  |paral   |2020yCat.1350....0G
1413|PM J02133+3648                     |** |140.6747486452349 -23.2196770805344|  21|    1|   14.2820  pc  |  -0.0416     +0.0416  |paral   |2018yCat.1345....0G
1414|UCAC3 112-6119                     |SB*|235.5780001354993 -63.8932837694820|  21|    1|   41.694   pc  |  -0.1019     +0.1019  |paral   |2020yCat.1350....0G
1415|RX J0251.8+2227                    |PM*|156.2844962558916 -32.4981318580834|  26|    1|   27.019   pc  |  -0.0366     +0.0366  |paral   |2020yCat.1350....0G
1416|RX J0413.4-0139                    |** |194.024477615 -35.381932911        |  23|    1|    9.4     pc  |  -1.5        +1.5     |ST-L    |2009ApJ...699..649S
1417|SCR J0459-0333                     |LM*|202.8076837043045 -26.3235036924664|  19|    1|   44.928   pc  |  -1.2650     +1.2650  |paral   |2020yCat.1350....0G
1418|UCAC4 345-006842                   |LM*|222.0200217952066 -31.6325400588657|  28|    1|   48.303   pc  |  -0.1386     +0.1386  |paral   |2020yCat.1350....0G
1419|CD-35 2213                         |LM*|239.0584872139360 -33.6060073824937|  40|    1|   11.702   pc  |  -0.0397     +0.0397  |paral   |2020yCat.1350....0G
1420|PM J16076-1103                     |LM*|000.90092413 +29.00728742          |  16|    1|   15       pc  |                       |ST-L    |2006AJ....132..866R
1421|2MASS J19243494-3442392            |Y*?|003.8314482067981 -21.4131323886321|  14|    1|   51.547   pc  |  -0.0816     +0.0816  |paral   |2020yCat.1350....0G
1422|PM J19515-3510                     |** |005.14210702 -26.83769011          |  13|    1|    8       pc  |                       |ST-L    |2006AJ....132..866R
1423|CD-36 14261                        |LM*|006.3874973080937 -35.8679403367241|  21|    1|   16.888   pc  |  -0.0069     +0.0069  |paral   |2020yCat.1350....0G
1424|SCR J2009-0113                     |PM*|040.9549043268429 -17.8359708396363|  27|    1|   10.793   pc  |  -0.0051     +0.0051  |paral   |2020yCat.1350....0G
1425|SCR J2010-2801                     |SB*|014.138051 -28.576221              |  35|    1|   11.18    pc  |  -1.83       +1.83    |ST-L    |2014AJ....147...85R
